cluster,Alveolar_macrophages;lung,Astrocytes;brain,B_cells;adipose_tissue,B_cells;bone_marrow,B_cells;breast,B_cells;liver,B_cells;lung,B_cells;muscle_organ,B_cells;spleen,Basal_cells;breast,Basal_cells_of_epidermis;skin_of_body,Basal_cells_of_epidermis;tongue,Basophils;bone_marrow,Bergmann_glial_cells;brain,Bladder_cells;urinary_bladder,Bladder_urothelial_cells;urinary_bladder,Blood_cells;trachea,Brain_pericytes;brain,Cardiomyocytes;heart,Cardiomyocytes;vasculature,Ciliated_columnar_cells_of_tracheobronchial_tree;lung,Classical_monocytes;lung,Common_lymphoid_progenitors;bone_marrow,Dendritic_cells;spleen,Double-negative_thymic_pro-T_cells;thymus,Ductal_epithelial_cells;liver,Early_pro-B_cells;bone_marrow,Epithelial_brush_cells;colon,Fraction_A_pre-pro_B_cells;bone_marrow,Kupffer_cell;liver,Langerhans_cell;tongue,Not_Annotated;adipose_tissue,Not_Annotated;heart,Not_Annotated;lung,Not_Annotated;muscle_organ,Not_Annotated;trachea,Not_Annotated;vasculature,Slamf1-negative_multipotent_progenitor_cells;bone_marrow,Slamf1-positive_multipotent_progenitor_cells;bone_marrow,T_cells;adipose_tissue,T_cells;bone_marrow,T_cells;breast,T_cells;lung,T_cells;muscle_organ,T_cells;spleen,collecting_duct_epithelial_cells;kidney,colon_epithelial_cells;colon,colon_goblet_cells;colon,endocardial_cells;heart,endocardial_cells;vasculature,endothelial_cells;adipose_tissue,endothelial_cells;brain,endothelial_cells;breast,endothelial_cells;heart,endothelial_cells;kidney,endothelial_cells;muscle_organ,endothelial_cells;pancreas,endothelial_cells;trachea,endothelial_cells;urinary_bladder,endothelial_cells;vasculature,enterocytes;colon,enteroendocrine_cells;colon,epidermal_cells;skin_of_body,epithelial_cells;trachea,epithelial_cells_of_proximal_tubule;kidney,erythroblasts;bone_marrow,erythrocytes;vasculature,fibroblasts;heart,fibroblasts;vasculature,granulocyte_monocyte_progenitor_cells;bone_marrow,granulocytes;bone_marrow,granulocytopoietic_cells;bone_marrow,hematopoietic_precursor_cells;bone_marrow,hepatocytes;liver,immature_B_cells;bone_marrow,immature_NK_T_cells;bone_marrow,immature_T_cells;bone_marrow,immature_T_cells;thymus,immature_natural_killer_cells;bone_marrow,keratinocyte_stem_cells;skin_of_body,keratinocytes;tongue,kidney_capillary_endothelial_cells;kidney,kidney_cells;kidney,late_pro-B_cells;bone_marrow,leukocytes;heart,leukocytes;kidney,leukocytes;liver,leukocytes;lung,leukocytes;pancreas,leukocytes;skin_of_body,leukocytes;thymus,leukocytes;urinary_bladder,loop_of_Henle_ascending_limb_epithelial_cells;kidney,luminal_epithelial_cells_of_mammary_gland;breast,lung_endothelial_cells;lung,lung_epithelial_cells;lung,lymphocytes;muscle_organ,macrophages;bone_marrow,macrophages;brain,macrophages;breast,macrophages;kidney,macrophages;muscle_organ,macrophages;spleen,mast_cells;lung,mature_natural_killer_cells;bone_marrow,megakaryocyte-erythroid_progenitor_cells;bone_marrow,mesangial_cells;kidney,mesenchymal_cells;trachea,mesenchymal_stem_cells;muscle_organ,mesenchymal_stem_cells_of_adipose;adipose_tissue,microglia;brain,monocytes;bone_marrow,monocytes;lung,myeloid_cells;adipose_tissue,myeloid_cells;lung,myofibroblasts;heart,naive_B_cells;bone_marrow,natural_killer_cells;adipose_tissue,natural_killer_cells;liver,natural_killer_cells;lung,natural_killer_cells;spleen,neuroendocrine_cells;trachea,neurons;brain,non-classical_monocytes;lung,oligodendrocyte_precursor_cells;brain,oligodendrocytes;brain,pancreatic_A_cells;pancreas,pancreatic_D_cells;pancreas,pancreatic_PP_cells;pancreas,pancreatic_acinar_cells;pancreas,pancreatic_beta_cells;pancreas,pancreatic_ductal_cells;pancreas,pancreatic_stellate_cells;pancreas,pre-natural_killer_cells;bone_marrow,precursor_B_cells;bone_marrow,proerythroblasts;bone_marrow,professional_antigen_presenting_cells;vasculature,promonocytes;bone_marrow,proximal_straight_tubule_epithelial_cells;kidney,regulatory_T_cells;bone_marrow,sinusoidal_endothelial_cells;liver,skeletal_muscle_satellite_cells;muscle_organ,skeletal_muscle_satellite_stem_cells;muscle_organ,smooth_muscle_cells;heart,stem_cells_of_epidermis;skin_of_body,stromal_cells;breast,stromal_cells;lung,type_II_pneumocytes;lung
Langerhans_cell;tongue_TRUE,22,19,25,25,25,25,25,25,25,14,14,14,13,19,2,0,22,11,19,19,2,24,15,24,21,23,10,0,6,17,12,0,0,0,0,0,0,23,23,24,24,24,24,24,24,23,23,10,0,0,24,24,24,24,24,24,24,24,24,24,17,7,17,24,23,11,22,22,22,25,20,0,6,23,9,25,21,21,25,23,17,8,15,9,25,25,25,25,25,25,25,25,23,23,19,23,25,25,25,25,25,25,25,20,25,7,9,12,22,22,19,24,24,20,20,11,18,25,25,25,25,5,22,24,8,15,2,0,0,9,5,0,6,25,17,0,24,0,23,19,19,0,23,15,23,21,21,4
Not_Annotated;adipose_tissue_TRUE,22,22,24,24,24,24,24,24,24,16,16,16,13,21,9,0,22,12,19,19,4,21,9,23,22,19,12,2,9,18,10,0,0,0,0,0,0,24,24,23,23,23,23,23,23,19,19,15,0,0,21,21,21,21,21,21,21,21,21,21,13,7,19,23,19,12,22,22,22,25,17,0,4,23,9,23,22,22,23,24,16,11,16,9,23,23,23,23,23,23,23,23,19,19,19,19,24,24,24,24,24,24,24,22,23,5,12,14,22,22,19,22,22,22,22,15,19,23,23,23,23,10,24,21,7,13,7,1,0,13,10,1,10,23,15,3,23,1,19,14,19,2,24,13,24,20,20,9
Not_Annotated;heart_TRUE,23,24,25,25,25,25,25,25,25,16,16,16,9,25,2,1,23,13,21,21,3,20,10,20,22,21,4,1,2,15,11,0,0,0,0,0,0,24,24,24,24,24,24,24,24,21,21,9,3,3,25,25,25,25,25,25,25,25,25,25,14,4,19,24,21,11,23,24,24,24,17,0,1,21,6,25,22,22,24,24,20,10,14,2,25,25,25,25,25,25,25,25,21,21,21,22,25,25,25,25,25,25,25,18,24,7,13,14,23,22,20,21,21,16,16,12,17,24,24,24,24,9,25,20,10,17,1,0,0,7,6,1,7,24,14,0,25,0,21,15,21,0,24,14,24,18,18,4
Not_Annotated;lung_TRUE,16,14,18,18,18,18,18,18,18,11,9,9,5,13,2,0,15,9,13,13,3,14,5,13,13,15,6,0,6,11,5,0,0,0,0,0,0,16,16,16,16,16,16,16,16,15,15,7,1,1,16,16,16,16,16,16,16,16,16,16,7,2,10,17,15,8,15,19,19,19,13,0,0,16,1,18,13,13,17,16,13,4,12,6,18,18,18,18,18,18,18,18,15,15,16,15,18,17,17,17,17,17,17,9,17,4,7,10,16,16,10,15,15,14,14,11,10,17,17,17,17,4,16,14,5,8,0,0,0,4,5,0,3,17,11,0,16,0,15,7,16,2,16,11,16,11,11,1
Not_Annotated;muscle_organ_TRUE,23,19,24,24,24,24,24,24,24,17,16,16,8,21,4,0,23,20,19,19,3,22,13,23,17,24,6,1,4,17,13,0,0,0,0,0,0,22,22,24,24,24,24,24,24,24,24,11,2,2,23,23,23,23,23,23,23,23,23,23,10,3,19,24,24,11,23,24,24,24,21,0,3,21,5,21,17,17,21,22,19,11,15,4,23,23,23,23,23,23,23,23,24,24,22,24,23,23,23,23,23,23,23,18,21,6,11,16,23,23,16,24,24,20,20,20,17,21,21,21,21,9,25,22,9,13,1,0,0,7,7,0,11,21,21,0,22,1,24,12,22,0,22,19,22,22,22,5
Not_Annotated;trachea_TRUE,8,11,15,15,15,15,15,15,15,10,9,9,4,12,0,1,16,6,7,7,2,9,6,11,9,11,2,0,2,8,6,0,0,0,0,0,0,17,17,14,14,14,14,14,14,11,11,7,0,0,15,15,15,15,15,15,15,15,15,15,4,2,9,13,11,6,16,12,12,17,8,0,0,11,4,15,9,9,13,17,8,4,7,2,16,16,16,16,16,16,16,16,11,11,11,12,17,15,15,15,15,15,15,8,13,3,5,6,8,7,12,11,11,9,9,5,7,13,13,13,13,5,18,9,3,7,0,0,0,4,4,0,4,13,8,1,13,0,11,6,11,0,17,5,17,11,11,4
Not_Annotated;vasculature_TRUE,17,19,21,21,21,21,21,21,21,10,9,9,8,17,2,1,20,10,16,16,2,19,11,19,18,20,5,1,2,15,12,0,0,0,0,0,0,22,22,20,20,20,20,20,20,20,20,7,1,1,21,21,21,21,21,21,21,21,21,21,8,2,14,21,20,4,20,19,19,22,17,0,5,17,4,20,18,18,19,22,17,2,7,2,22,22,22,22,22,22,22,22,20,20,19,20,20,21,21,21,21,21,21,18,19,5,5,7,19,19,18,21,21,19,19,8,15,19,19,19,19,3,21,19,5,8,1,0,0,6,2,0,3,19,12,1,21,0,20,13,19,0,22,9,22,15,15,2
Slamf1-negative_multipotent_progenitor_cells;bone_marrow_TRUE,22,22,23,23,23,23,23,23,23,19,17,17,9,21,6,2,23,15,21,21,3,22,15,21,21,22,11,1,8,21,11,0,0,0,0,0,0,24,24,25,25,25,25,25,25,22,22,11,1,1,25,25,25,25,25,25,25,25,25,25,13,6,20,24,22,16,23,24,24,24,19,0,5,24,4,24,21,21,24,24,22,6,18,8,24,24,24,24,24,24,24,24,22,22,22,22,24,25,25,25,25,25,25,20,24,12,14,13,23,23,17,23,23,18,18,12,18,24,24,24,24,6,24,22,8,14,4,1,2,9,9,1,11,24,17,6,25,1,22,17,22,1,24,15,24,19,19,4
Slamf1-positive_multipotent_progenitor_cells;bone_marrow_TRUE,21,20,23,23,23,23,23,23,23,19,18,18,6,23,7,4,23,11,19,19,7,22,11,21,20,23,6,3,5,18,12,0,0,0,0,0,0,24,24,24,24,24,24,24,24,23,23,11,3,3,24,24,24,24,24,24,24,24,24,24,13,6,20,24,23,12,23,23,23,24,20,0,4,24,3,22,20,20,22,24,23,8,15,5,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,17,22,8,12,9,20,20,15,23,23,18,18,9,17,22,22,22,22,6,23,22,6,11,3,0,1,8,7,2,10,22,19,3,24,0,23,13,23,2,24,14,24,20,20,5
T_cells;adipose_tissue_TRUE,19,16,24,24,24,24,24,24,24,13,11,11,13,17,1,0,18,10,14,14,3,20,10,21,20,17,12,0,11,16,11,0,0,0,0,0,0,19,19,24,24,24,24,24,24,17,17,7,1,1,19,19,19,19,19,19,19,19,19,19,11,1,15,19,17,11,18,18,18,21,14,0,3,20,10,21,20,20,20,20,14,6,9,11,23,23,23,23,23,23,23,23,17,17,16,17,23,22,22,22,22,22,22,20,20,6,8,11,21,21,17,20,20,21,21,11,16,20,20,20,20,3,21,20,4,11,0,0,0,8,4,0,3,20,16,1,20,1,17,16,16,0,19,6,19,17,17,4
T_cells;bone_marrow_TRUE,21,16,25,25,25,25,25,25,25,7,7,7,2,12,0,0,24,1,17,17,0,20,12,22,13,19,1,0,0,17,8,0,0,0,0,0,0,24,24,25,25,25,25,25,25,19,19,2,0,0,20,20,20,20,20,20,20,20,20,20,4,0,18,23,19,12,24,25,25,25,13,0,0,24,1,24,13,13,24,24,16,5,4,0,22,22,22,22,22,22,22,22,19,19,12,20,25,25,25,25,25,25,25,12,24,2,3,1,20,20,9,23,23,16,16,15,16,24,24,24,24,2,25,20,6,5,0,0,0,5,2,0,1,24,9,3,24,0,19,3,12,0,24,6,24,15,15,2
T_cells;breast_TRUE,21,15,24,24,24,24,24,24,24,3,3,3,5,16,0,0,23,2,19,19,0,17,12,20,16,18,1,0,1,18,10,0,0,0,0,0,0,23,23,24,24,24,24,24,24,18,18,4,0,0,23,23,23,23,23,23,23,23,23,23,3,0,18,23,18,12,23,25,25,24,14,0,0,22,2,23,16,16,21,23,16,4,4,1,21,21,21,21,21,21,21,21,18,18,15,19,24,24,24,24,24,24,24,14,21,2,1,1,18,18,9,19,19,15,15,16,15,21,21,21,21,0,23,17,2,3,0,0,0,2,3,0,2,21,10,3,23,0,18,3,15,0,23,7,23,13,13,2
T_cells;lung_TRUE,20,17,22,22,22,22,22,22,22,9,8,8,7,16,1,0,20,4,17,17,1,18,14,20,18,20,6,0,5,20,13,0,0,0,0,0,0,21,21,22,22,22,22,22,22,20,20,5,0,0,20,20,20,20,20,20,20,20,20,20,8,1,19,21,20,11,20,22,22,21,13,0,3,20,4,20,18,18,19,21,19,7,8,5,20,20,20,20,20,20,20,20,20,20,14,20,22,21,21,21,21,21,21,15,19,4,6,7,17,17,13,19,19,15,15,15,18,19,19,19,19,3,22,18,7,9,1,0,0,8,3,0,4,19,11,2,20,0,20,8,14,0,21,8,21,16,16,4
T_cells;muscle_organ_TRUE,20,15,24,24,24,24,24,24,24,5,5,5,4,14,0,0,23,2,15,15,0,19,10,20,17,20,2,0,1,20,9,0,0,0,0,0,0,23,23,24,24,24,24,24,24,20,20,4,0,0,20,20,20,20,20,20,20,20,20,20,4,0,19,23,20,13,23,25,25,24,15,0,0,23,2,23,17,17,22,23,17,4,4,1,21,21,21,21,21,21,21,21,20,20,12,20,24,24,24,24,24,24,24,14,22,3,2,2,19,19,11,21,21,15,15,14,14,22,22,22,22,2,24,19,4,4,0,0,0,3,2,0,1,22,11,4,23,0,20,4,12,0,23,8,23,14,14,2
T_cells;spleen_TRUE,21,18,25,25,25,25,25,25,25,8,7,7,8,17,0,0,24,3,17,17,1,21,16,20,19,21,4,0,3,19,12,0,0,0,0,0,0,23,23,25,25,25,25,25,25,21,21,5,0,0,22,22,22,22,22,22,22,22,22,22,8,0,21,24,21,13,24,24,24,24,17,0,1,24,4,24,19,19,24,23,19,7,8,3,23,23,23,23,23,23,23,23,21,21,15,21,25,24,24,24,24,24,24,19,24,5,5,7,22,22,12,23,23,18,18,14,18,24,24,24,24,2,25,21,4,8,0,0,0,8,2,1,4,24,11,2,24,0,21,8,15,1,23,8,23,17,17,4
collecting_duct_epithelial_cells;kidney_TRUE,20,20,25,25,25,25,25,25,25,7,7,7,2,17,0,1,19,2,19,19,1,12,8,21,16,20,1,0,1,16,6,0,0,0,0,0,0,23,23,23,23,23,23,23,23,20,20,9,0,0,20,20,20,20,20,20,20,20,20,20,6,2,9,22,20,5,19,25,25,24,8,0,0,21,1,25,16,16,19,24,8,2,13,1,23,23,23,23,23,23,23,23,20,20,15,20,21,24,24,24,24,24,24,11,19,1,5,8,20,19,15,19,19,9,9,6,13,19,19,19,19,1,24,11,2,8,1,0,0,2,5,0,1,19,9,0,22,0,20,6,15,0,23,8,23,12,12,0
colon_epithelial_cells;colon_TRUE,19,12,24,24,24,24,24,24,24,14,14,14,6,18,7,0,19,10,16,16,8,15,11,18,19,17,4,3,2,17,7,0,0,0,0,0,0,22,22,22,22,22,22,22,22,17,17,15,1,1,22,22,22,22,22,22,22,22,22,22,16,12,16,23,17,9,19,22,22,22,15,0,2,22,1,21,19,19,17,22,17,12,15,2,22,22,22,22,22,22,22,22,17,17,19,18,20,19,19,19,19,19,19,13,17,6,9,12,19,19,12,20,20,14,14,11,14,17,17,17,17,9,20,15,4,8,2,0,0,5,6,2,8,17,13,0,19,0,17,6,19,1,22,13,22,16,16,8
colon_goblet_cells;colon_TRUE,17,14,22,22,22,22,22,22,22,12,12,12,7,21,4,1,22,8,12,12,7,18,7,16,15,21,3,1,3,11,7,0,0,0,0,0,0,21,21,22,22,22,22,22,22,21,21,18,0,0,21,21,21,21,21,21,21,21,21,21,17,9,16,23,21,9,22,21,21,23,17,0,2,19,2,20,15,15,18,21,15,10,10,3,21,21,21,21,21,21,21,21,21,21,19,21,23,22,22,22,22,22,22,12,18,4,7,12,17,16,10,21,21,11,11,10,12,18,18,18,18,7,21,18,4,7,0,0,0,4,5,1,6,18,14,0,21,0,21,9,19,0,21,11,21,17,17,7
endocardial_cells;heart_TRUE,21,19,23,23,23,23,23,23,23,15,13,13,12,23,3,1,23,17,20,20,1,22,12,22,16,23,4,2,2,20,11,0,0,0,0,0,0,24,24,23,23,23,23,23,23,23,23,13,9,9,24,24,24,24,24,24,24,24,24,24,11,4,15,23,23,11,23,23,23,24,17,0,3,20,5,23,16,16,23,24,21,16,15,2,24,24,24,24,24,24,24,24,23,23,24,23,23,24,24,24,24,24,24,18,23,9,12,17,24,23,18,23,23,21,21,15,14,23,23,23,23,6,24,22,10,14,3,0,0,8,9,0,7,23,17,1,24,1,23,14,24,0,24,19,24,23,23,7
endocardial_cells;vasculature_TRUE,21,20,23,23,23,23,23,23,23,13,12,12,9,24,2,1,24,16,20,20,3,19,12,22,18,21,2,1,2,17,7,0,0,0,0,0,0,24,24,23,23,23,23,23,23,21,21,13,6,6,24,24,24,24,24,24,24,24,24,24,9,4,17,23,21,14,24,24,24,24,18,0,2,22,3,21,18,18,21,24,21,13,17,2,23,23,23,23,23,23,23,23,21,21,24,22,24,23,23,23,23,23,23,20,21,11,11,15,23,23,19,22,22,20,20,15,10,21,21,21,21,6,23,19,5,11,2,0,0,9,7,0,7,21,15,2,23,1,21,10,24,0,24,16,24,21,21,6
endothelial_cells;adipose_tissue_TRUE,21,18,24,24,24,24,24,24,24,14,12,12,8,21,3,0,23,15,21,21,2,22,10,23,20,22,6,1,2,17,8,0,0,0,0,0,0,22,22,24,24,24,24,24,24,22,22,11,5,5,24,24,24,24,24,24,24,24,24,24,11,3,17,23,22,13,23,22,22,24,15,0,3,20,4,23,20,20,23,23,18,14,14,2,23,23,23,23,23,23,23,23,22,22,23,22,24,24,24,24,24,24,24,19,23,8,12,14,20,20,16,22,22,20,20,8,12,23,23,23,23,9,23,22,6,13,2,0,0,9,8,0,7,23,12,2,24,3,22,13,23,0,22,17,22,21,21,7
endothelial_cells;brain_TRUE,19,19,23,23,23,23,23,23,23,17,16,16,7,23,1,1,24,16,16,16,1,17,10,17,16,21,5,1,4,18,7,0,0,0,0,0,0,22,22,21,21,21,21,21,21,21,21,9,5,5,24,24,24,24,24,24,24,24,24,24,12,4,11,21,21,9,24,23,23,22,12,0,5,22,5,22,16,16,22,22,17,14,12,4,24,24,24,24,24,24,24,24,21,21,24,21,23,22,22,22,22,22,22,15,22,4,11,11,21,20,18,18,18,18,18,12,11,22,22,22,22,5,23,17,8,11,1,0,0,8,4,1,9,22,16,1,22,0,21,16,24,0,22,15,22,17,17,6
endothelial_cells;breast_TRUE,18,17,24,24,24,24,24,24,24,12,12,12,7,23,5,1,21,13,18,18,4,19,9,19,18,23,6,1,5,13,7,0,0,0,0,0,0,24,24,24,24,24,24,24,24,23,23,8,3,3,24,24,24,24,24,24,24,24,24,24,8,2,18,24,23,13,21,21,21,25,17,0,3,18,4,23,18,18,23,24,17,11,12,5,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,15,23,6,9,10,18,18,19,22,22,20,20,9,13,23,23,23,23,3,23,19,6,8,2,0,0,5,8,0,6,23,17,1,21,1,23,12,22,0,24,11,24,18,18,6
endothelial_cells;heart_TRUE,19,17,22,22,22,22,22,22,22,14,12,12,10,20,4,1,23,15,21,21,2,19,11,21,18,20,8,1,4,19,8,0,0,0,0,0,0,21,21,22,22,22,22,22,22,20,20,8,6,6,23,23,23,23,23,23,23,23,23,23,9,3,14,20,20,10,23,22,22,23,15,0,3,20,4,21,18,18,20,21,17,12,10,4,21,21,21,21,21,21,21,21,20,20,23,20,23,21,21,21,21,21,21,17,20,6,13,12,20,20,15,21,21,19,19,11,13,20,20,20,20,6,21,19,6,13,2,0,0,8,5,2,8,20,14,2,23,2,20,13,23,0,21,16,21,19,19,5
endothelial_cells;kidney_TRUE,21,19,24,24,24,24,24,24,24,16,14,14,12,22,3,3,22,20,16,16,3,22,12,22,18,23,10,1,8,18,13,0,0,0,0,0,0,20,20,23,23,23,23,23,23,23,23,9,10,10,23,23,23,23,23,23,23,23,23,23,11,5,13,23,23,13,22,21,21,24,18,0,7,22,9,23,18,18,23,20,17,16,16,8,24,24,24,24,24,24,24,24,23,23,22,23,24,24,24,24,24,24,24,20,23,11,14,15,20,20,19,22,22,21,21,15,17,23,23,23,23,11,23,22,7,15,0,0,0,12,6,2,10,23,20,2,22,1,23,17,22,0,20,17,20,19,19,7
endothelial_cells;muscle_organ_TRUE,22,19,24,24,24,24,24,24,24,15,14,14,10,22,5,0,22,17,22,22,7,22,13,20,19,21,8,1,6,18,13,0,0,0,0,0,0,22,22,23,23,23,23,23,23,21,21,12,7,7,23,23,23,23,23,23,23,23,23,23,12,5,16,22,21,15,22,23,23,24,20,0,5,20,5,23,19,19,23,22,20,12,15,6,22,22,22,22,22,22,22,22,21,21,22,22,24,22,22,22,22,22,22,17,23,12,14,13,20,20,18,23,23,22,22,13,17,23,23,23,23,6,21,22,11,15,4,0,0,11,11,0,10,23,21,1,22,2,21,12,22,1,22,18,22,21,21,10
endothelial_cells;pancreas_TRUE,19,19,23,23,23,23,23,23,23,15,14,14,10,22,2,2,23,19,18,18,2,21,9,21,20,20,6,1,4,19,11,0,0,0,0,0,0,23,23,23,23,23,23,23,23,20,20,10,7,7,24,24,24,24,24,24,24,24,24,24,10,5,14,21,20,10,23,22,22,24,16,0,4,20,6,23,20,20,23,23,17,14,16,4,23,23,23,23,23,23,23,23,20,20,23,20,23,22,22,22,22,22,22,20,23,7,12,16,22,22,19,22,22,23,23,14,14,23,23,23,23,9,22,21,7,13,1,0,0,11,4,2,6,23,15,2,24,1,20,15,23,0,23,17,23,20,20,8
endothelial_cells;trachea_TRUE,19,23,24,24,24,24,24,24,24,19,18,18,11,25,5,2,25,17,20,20,4,24,11,24,19,23,8,1,3,22,12,0,0,0,0,0,0,25,25,25,25,25,25,25,25,23,23,9,5,5,25,25,25,25,25,25,25,25,25,25,14,5,18,24,23,15,25,25,25,25,23,0,7,25,5,24,19,19,23,25,23,17,18,3,24,24,24,24,24,24,24,24,23,23,24,24,25,24,24,24,24,24,24,22,23,9,14,15,23,23,22,24,24,24,24,18,19,23,23,23,23,6,25,24,6,11,2,0,0,10,9,1,10,23,19,2,24,1,23,16,24,1,25,19,25,23,23,7
endothelial_cells;urinary_bladder_TRUE,23,23,25,25,25,25,25,25,25,20,18,18,7,23,6,0,24,17,21,21,2,23,11,23,22,23,8,0,4,20,12,0,0,0,0,0,0,24,24,24,24,24,24,24,24,23,23,11,0,0,24,24,24,24,24,24,24,24,24,24,10,5,19,24,23,14,24,24,24,24,18,0,3,22,7,24,22,22,23,24,20,11,15,4,25,25,25,25,25,25,25,25,23,23,23,23,23,25,25,25,25,25,25,17,23,5,16,14,24,24,21,23,23,22,22,17,18,23,23,23,23,9,25,23,8,14,4,0,0,12,6,3,8,23,19,1,23,0,23,16,23,1,24,18,24,22,22,7
endothelial_cells;vasculature_TRUE,18,18,22,22,22,22,22,22,22,15,14,14,11,21,3,1,23,17,19,19,4,21,10,20,18,20,6,2,3,22,11,0,0,0,0,0,0,22,22,21,21,21,21,21,21,20,20,8,10,10,23,23,23,23,23,23,23,23,23,23,12,5,18,20,20,11,23,22,22,23,15,0,5,20,4,22,18,18,22,22,17,15,13,3,22,22,22,22,22,22,22,22,20,20,23,20,23,21,21,21,21,21,21,16,22,7,13,14,20,20,17,22,22,20,20,13,13,22,22,22,22,7,21,21,10,17,3,0,0,13,7,1,9,22,14,2,23,3,20,12,23,0,22,16,22,19,19,10
enterocytes;colon_TRUE,13,13,17,17,17,17,17,17,17,11,10,10,7,14,5,0,18,8,11,11,8,11,8,14,13,18,4,4,4,8,6,0,0,0,0,0,0,16,16,18,18,18,18,18,18,18,18,14,0,0,17,17,17,17,17,17,17,17,17,17,16,9,9,20,18,9,18,16,16,16,10,0,1,15,3,16,13,13,16,17,15,10,13,4,17,17,17,17,17,17,17,17,18,18,15,18,16,18,18,18,18,18,18,13,16,3,8,9,14,14,9,13,13,11,11,12,9,16,16,16,16,7,17,11,4,6,0,0,0,6,4,1,5,16,12,0,16,0,18,9,15,0,16,8,16,13,13,6
enteroendocrine_cells;colon_TRUE,17,19,21,21,21,21,21,21,21,15,13,13,5,19,4,0,20,10,16,16,9,15,8,18,18,18,5,7,2,9,8,0,0,0,0,0,0,21,21,21,21,21,21,21,21,18,18,13,0,0,18,18,18,18,18,18,18,18,18,18,15,15,13,20,18,6,20,19,19,22,17,0,1,20,1,18,18,18,17,21,16,7,9,2,21,21,21,21,21,21,21,21,18,18,17,18,21,21,21,21,21,21,21,16,17,4,10,12,19,19,13,18,18,12,12,12,12,17,17,17,17,15,23,15,6,11,1,1,0,9,9,3,12,17,13,0,22,0,18,10,17,0,21,9,21,16,16,7
epidermal_cells;skin_of_body_TRUE,19,18,23,23,23,23,23,23,23,20,20,20,11,19,4,0,21,9,20,20,7,19,13,20,18,25,7,1,7,13,14,0,0,0,0,0,0,23,23,23,23,23,23,23,23,25,25,10,0,0,25,25,25,25,25,25,25,25,25,25,11,3,22,25,25,12,21,22,22,23,16,0,3,21,5,23,18,18,23,25,24,12,12,7,23,23,23,23,23,23,23,23,25,25,25,25,25,24,24,24,24,24,24,17,23,8,10,13,22,22,14,21,21,17,17,15,13,23,23,23,23,6,25,19,10,11,1,0,0,5,5,1,8,23,18,1,25,0,25,16,25,0,23,13,23,20,20,5
epithelial_cells;trachea_TRUE,21,18,24,24,24,24,24,24,24,18,17,17,10,19,8,1,22,15,17,17,6,20,13,21,17,20,8,1,5,18,12,0,0,0,0,0,0,21,21,23,23,23,23,23,23,20,20,16,3,3,22,22,22,22,22,22,22,22,22,22,13,8,20,23,20,10,22,22,22,22,19,0,4,23,5,22,17,17,20,22,22,9,15,5,24,24,24,24,24,24,24,24,20,20,20,21,22,24,24,24,24,24,24,21,20,5,12,15,20,20,16,21,21,18,18,17,15,20,20,20,20,11,21,21,5,10,5,0,1,10,9,3,9,20,15,2,21,0,20,11,20,1,21,14,21,19,19,10
epithelial_cells_of_proximal_tubule;kidney_TRUE,17,18,21,21,21,21,21,21,21,16,15,15,7,16,5,1,20,9,17,17,2,19,11,17,15,21,5,3,3,16,10,0,0,0,0,0,0,23,23,23,23,23,23,23,23,21,21,13,2,2,21,21,21,21,21,21,21,21,21,21,13,6,13,22,21,13,20,20,20,24,13,0,1,23,4,19,15,15,16,23,18,6,16,3,22,22,22,22,22,22,22,22,21,21,18,22,23,21,21,21,21,21,21,16,16,8,11,7,16,16,11,20,20,14,14,12,11,16,16,16,16,3,22,19,6,9,3,0,2,7,9,2,6,16,12,2,22,0,21,11,18,1,23,15,23,16,16,3
erythroblasts;bone_marrow_TRUE,20,16,23,23,23,23,23,23,23,15,15,15,8,19,1,0,22,7,13,13,0,18,6,17,15,17,2,0,1,18,7,0,0,0,0,0,0,23,23,22,22,22,22,22,22,17,17,4,0,0,21,21,21,21,21,21,21,21,21,21,5,2,12,22,17,20,22,21,21,23,15,0,2,23,1,20,15,15,18,23,12,3,11,1,22,22,22,22,22,22,22,22,17,17,16,17,22,22,22,22,22,22,22,15,18,12,8,3,18,16,14,20,20,16,16,3,13,18,18,18,18,2,23,18,3,8,0,0,0,6,6,0,3,18,13,3,23,0,17,6,16,0,23,9,23,18,18,2
erythrocytes;vasculature_TRUE,9,8,11,11,11,11,11,11,11,4,4,4,3,8,0,0,10,2,7,7,0,8,3,7,5,6,0,0,0,10,5,0,0,0,0,0,0,11,11,12,12,12,12,12,12,6,6,1,0,0,11,11,11,11,11,11,11,11,11,11,4,1,6,9,6,9,10,10,10,11,6,0,2,9,1,9,5,5,9,11,4,1,4,0,10,10,10,10,10,10,10,10,6,6,6,6,10,10,10,10,10,10,10,7,9,3,6,3,9,8,8,8,8,8,8,0,5,9,9,9,9,2,11,8,1,6,0,0,0,4,4,0,2,9,5,3,10,0,6,2,6,0,11,6,11,6,6,0
